Concurso	Bola1	Bola2	Bola3	Bola4	Bola5
4372	21	26	34	62	65
4373	38	63	71	72	77
4374	12	43	47	51	55
4375	9	36	43	51	66
4376	7	26	30	61	71
4377	6	14	75	77	79
4378	20	29	57	73	75
4379	9	13	48	72	80
4380	26	35	38	58	80
4381	24	40	64	67	74
4382	2	16	39	55	66
4383	18	19	21	47	62
4384	8	36	40	56	64
4385	20	22	25	52	67
4386	30	32	38	64	77
4387	11	17	18	44	71
4388	9	20	23	38	46
4389	5	12	19	61	69
4390	1	13	45	66	67
4391	11	32	38	41	55
4392	2	15	31	39	40
4393	8	18	20	38	42
4394	14	27	44	49	50
4395	29	36	57	69	77
4396	3	18	38	43	44
4397	4	6	29	71	72
4398	8	20	68	70	78
4399	26	33	38	66	71
4400	18	20	34	75	78
4401	12	17	56	64	77
4402	2	24	54	74	76
4403	11	18	24	40	59
4404	32	35	37	65	66
4405	6	28	40	45	76
4406	7	38	64	65	79
4407	22	32	41	67	75
4408	19	33	62	70	75
4409	33	38	53	61	70
4410	14	19	21	74	77
4411	26	44	47	55	64
4412	6	7	13	14	26
4413	8	12	33	46	62
4414	2	19	62	67	79
4415	19	44	61	62	69
4416	1	2	12	16	62
4417	35	38	56	65	76
4418	16	17	46	56	79
4419	4	7	34	38	39
4420	13	50	53	56	60
4421	9	19	35	49	70
4422	10	17	18	48	79
4423	20	34	63	64	67
4424	9	25	30	57	66
4425	5	18	48	78	80
4426	38	44	57	64	73
4427	15	42	43	45	73
4428	23	39	47	51	64
4429	9	38	40	52	75
4430	23	33	48	67	78
4431	29	55	61	69	71
4432	14	54	69	71	72
4433	6	8	25	43	77
4434	12	20	26	77	79
4435	8	10	40	49	76
4436	2	27	33	75	78
4437	12	14	18	48	53
4438	9	33	42	45	55
4439	33	50	56	62	74
4440	23	49	51	60	75
4441	4	24	29	58	74
4442	2	15	33	39	78
4443	1	5	25	53	72
4444	2	43	58	61	62
4445	38	46	60	64	77
4446	14	22	54	69	72
4447	11	21	36	37	70
4448	10	22	27	32	59
4449	5	21	24	69	73
4450	10	26	42	47	63
4451	25	43	54	70	77
4452	10	11	19	28	57
4453	28	45	48	49	66
4454	17	18	21	37	72
4455	33	38	58	72	76
4456	12	16	30	60	67
4457	5	15	21	70	75
4458	6	9	11	34	53
4459	6	14	22	28	74
4460	5	13	18	41	68
4461	16	36	42	66	68
4462	16	32	44	59	65
4463	4	11	23	33	50
4464	5	11	35	43	54
4465	8	23	30	37	67
4466	17	29	39	54	56
4467	3	8	33	56	65
4468	13	17	49	50	63
4469	12	60	63	71	78
4470	14	40	62	68	73
4471	13	34	46	70	77
4472	25	27	31	57	79
4473	13	27	35	73	80
4474	7	15	21	22	55
4475	8	45	49	62	75
4476	12	13	16	44	79
4477	1	34	54	58	67
4478	8	13	23	67	80
4479	5	13	29	66	73
4480	4	25	26	42	61
4481	11	21	30	32	67
4482	12	24	55	57	76
4483	21	31	33	72	77
4484	10	18	22	45	55
4485	9	16	42	51	73
4486	2	3	41	60	80
4487	9	23	29	34	43
4488	9	25	66	76	80
4489	13	23	26	42	79
4490	8	37	59	63	73
4491	2	12	13	18	28
4492	3	4	11	25	51
4493	3	25	37	42	77
4494	10	13	25	69	70
4495	5	17	25	64	66
4496	30	37	42	63	78
4497	2	21	30	48	51
4498	8	13	32	52	54
4499	11	24	33	34	79
4500	7	23	36	66	69
4501	20	41	48	51	65
4502	7	62	67	73	80
4503	21	30	47	55	67
4504	3	23	26	51	60
4505	25	31	51	72	74
4506	18	27	56	77	78
4507	26	34	60	69	74
4508	14	45	72	73	80
4509	7	8	9	53	56
4510	6	20	37	50	51
4511	7	53	62	71	75
4512	13	48	54	57	78
4513	3	17	26	47	56
4514	2	26	52	54	58
4515	2	11	39	54	59
4516	11	24	41	50	57
4517	2	5	62	79	80
4518	26	36	43	66	77
4519	10	17	27	30	44
4520	13	22	49	68	74
4521	11	12	32	43	78
4522	1	27	38	59	74
4523	2	23	37	49	58
4524	29	34	40	54	79
4525	11	70	74	77	80
4526	11	18	51	70	75
4527	7	19	25	37	40
4528	8	13	16	26	79
4529	15	34	41	62	73
4530	1	20	29	49	67
4531	13	29	54	72	77
4532	1	10	11	58	68
4533	31	37	59	64	69
4534	10	13	15	51	56
4535	29	35	44	53	62
4536	5	13	17	29	67
4537	45	46	53	65	67
4538	33	44	52	58	66
4539	7	12	25	35	74
4540	4	29	48	61	77
4541	4	16	26	30	55
4542	5	16	39	45	47
4543	50	61	69	76	78
4544	1	28	34	38	43
4545	31	37	38	55	58
4546	8	39	60	62	71
4547	2	6	41	66	80
4548	37	45	60	61	78
4549	8	34	54	63	69
4550	13	37	42	68	78
4551	8	31	38	42	48
4552	16	42	43	52	58
4553	5	9	19	24	49
4554	12	14	25	58	68
4555	1	19	22	27	35
4556	1	4	35	36	68
4557	7	11	49	50	78
4558	13	22	46	70	77
4559	2	7	20	53	79
4560	17	20	27	33	71
4561	19	23	68	74	80
4562	10	15	19	36	54
4563	40	46	58	64	80
4564	41	58	70	71	80
4565	23	42	64	72	79
4566	2	13	16	42	67
4567	31	38	46	65	79
4568	5	20	59	74	78
4569	30	59	64	66	69
4570	26	36	38	59	65
4571	13	17	36	45	80
4572	10	22	32	45	54
4573	10	35	42	55	77
4574	37	40	45	47	69
4575	10	31	33	49	52
4576	16	44	51	64	72
4577	31	55	67	72	75
4578	29	37	52	54	59
4579	23	39	46	53	77
4580	18	36	43	54	65
4581	6	13	33	57	59
4582	11	21	33	59	62
4583	13	51	63	66	68
4584	27	41	62	77	80
4585	26	49	68	72	78
4586	7	13	29	30	56
4587	4	12	18	61	69
4588	33	42	57	67	75
4589	4	10	33	38	58
4590	10	18	30	31	32
4591	15	18	41	66	75
4592	6	57	74	79	80
4593	9	16	39	42	78
4594	11	16	32	46	71
4595	19	61	65	77	80
4596	13	26	29	52	57
4597	4	5	8	14	18
4598	5	22	40	45	64
4599	23	27	31	36	59
4600	2	10	17	19	51
4601	10	21	28	63	64
4602	18	34	36	48	60
4603	24	29	42	50	55
4604	5	15	49	65	78
4605	3	50	63	68	73
4606	3	10	17	23	68
4607	28	30	52	53	66
4608	15	23	37	58	75
4609	31	42	53	60	70
4610	9	18	36	54	62
4611	15	20	32	33	78
4612	10	13	14	70	78
4613	13	41	49	57	59
4614	1	8	39	46	51
4615	14	31	35	37	75
4616	9	38	39	55	64
4617	32	46	55	75	79
4618	17	22	24	46	49
4619	3	4	16	47	70
4620	16	20	27	67	80
4621	6	7	8	15	55
4622	23	33	42	68	74
4623	36	55	60	62	77
4624	3	11	33	41	46
4625	7	43	52	63	80
4626	4	21	47	67	77
4627	16	22	28	47	71
4628	11	19	24	26	71
4629	7	18	29	35	53
4630	15	35	58	72	80
4631	21	24	31	32	37
4632	1	20	43	44	77
4633	3	25	60	61	71
4634	5	6	17	28	50
4635	3	12	29	46	47
4636	6	19	26	36	43
4637	25	39	44	51	79
4638	26	56	64	66	67
4639	6	27	36	65	70
4640	4	10	26	51	63
4641	1	15	59	68	72
4642	2	27	39	53	80
4643	7	22	28	73	77
4644	13	18	22	31	32
4645	3	12	33	54	71
4646	3	4	10	64	65
4647	14	28	44	65	76
4648	9	27	47	67	69
4649	38	55	60	65	73
4650	2	16	59	71	74
4651	6	24	35	42	62
4652	1	9	12	23	33
4653	22	25	27	28	34
4654	8	34	44	64	65
4655	30	56	60	75	76
4656	51	60	62	69	75
4657	5	13	20	29	38
4658	4	9	29	33	36
4659	2	12	16	57	65
4660	16	29	52	62	73
4661	15	23	34	59	72
4662	20	48	56	61	67
4663	5	14	15	27	52
4664	8	12	19	37	74
4665	32	48	52	62	75
4666	4	25	60	63	65
4667	4	49	54	68	71
4668	6	24	40	46	67
4669	12	13	22	63	75
4670	18	19	59	64	76
4671	36	43	49	54	66
4672	4	20	24	55	68
4673	11	14	31	59	76
4674	6	12	36	38	67
4675	31	33	53	59	79
4676	4	51	54	63	66
4677	25	42	45	54	79
4678	10	14	22	26	35
4679	12	23	24	27	45
4680	19	23	58	61	79
4681	47	67	71	79	80
4682	3	5	18	31	36
4683	21	26	27	28	50
4684	11	14	30	50	70
4685	3	7	32	55	57
4686	27	38	45	58	61
4687	12	16	18	47	74
4688	3	24	44	56	64
4689	7	13	49	65	80
4690	50	60	65	71	78
4691	2	49	51	64	76
4692	19	22	33	68	76
4693	8	11	36	63	78
4694	4	16	29	47	76
4695	5	14	32	35	78
4696	21	25	40	66	67
4697	1	13	66	72	78
4698	28	61	70	75	78
4699	11	12	35	49	74
4700	3	11	12	66	74
4701	10	11	19	41	48
4702	17	44	60	61	77
4703	11	34	39	46	75
4704	9	26	29	37	48
4705	32	45	56	63	67
4706	3	29	33	53	69
4707	9	31	33	57	66
4708	18	40	41	44	77
4709	4	31	34	56	67
4710	20	35	47	51	71
4711	25	28	31	48	76
4712	6	11	21	45	48
4713	12	31	44	46	51
4714	9	16	53	55	80
4715	4	25	40	55	59
4716	26	30	36	58	61
4717	21	23	41	54	72
4718	11	27	37	71	79
4719	8	20	41	49	66
4720	12	22	36	72	75
4721	4	21	49	51	52
4722	6	7	16	50	56
4723	8	20	31	40	41
4724	14	17	30	48	58
4725	3	16	37	48	60
4726	5	12	19	65	71
4727	10	14	23	29	75
4728	2	37	41	54	64
4729	5	16	35	42	62
4730	2	13	23	46	49
4731	23	57	66	73	77
4732	26	30	36	49	76
4733	13	23	61	66	74
4734	9	28	30	63	73
4735	5	28	36	55	57
4736	4	19	56	59	75
4737	15	22	37	41	80
4738	10	17	19	33	37
4739	29	33	34	50	76
4740	33	42	46	52	61
4741	3	11	17	31	56
4742	25	41	46	64	70
4743	3	19	47	51	61
4744	5	41	49	58	76
4745	14	32	48	55	61
4746	30	33	35	55	80
4747	4	15	16	38	50
4748	9	28	31	36	71
4749	5	43	46	62	75
4750	12	17	42	49	62
4751	28	39	46	75	76
4752	7	9	23	37	66
4753	3	11	13	15	36
4754	1	11	41	47	67
4755	13	14	26	32	60
4756	17	51	62	66	71
4757	20	32	40	65	68
4758	40	45	49	50	59
4759	28	31	34	36	70
4760	6	14	29	48	80
4761	20	26	65	72	80
4762	12	21	54	56	72
4763	1	29	37	55	70
4764	7	19	45	74	80
4765	9	20	63	66	76
4766	16	18	41	43	59
4767	8	15	19	31	49
4768	2	12	24	30	72
4769	17	25	37	75	76
4770	13	38	44	53	64
4771	1	53	62	67	77
4772	3	8	25	30	72
4773	50	51	62	70	76
4774	5	9	18	43	78
4775	38	49	54	55	78
4776	8	23	37	60	61
4777	2	3	33	49	76
4778	17	27	28	35	68
4779	6	16	28	41	62
4780	5	12	26	56	61
4781	36	52	60	75	76
4782	3	40	55	75	80
4783	20	26	46	56	59
4784	9	24	54	62	63
4785	17	37	45	69	72
4786	9	18	57	66	79
4787	33	41	42	72	79
4788	18	23	32	44	69
4789	9	39	56	59	66
4790	1	12	35	43	71
4791	37	50	51	61	66
4792	6	8	27	34	37
4793	9	21	31	70	73
4794	17	20	32	50	57
4795	4	33	57	63	77
4796	30	53	66	67	76
4797	29	44	57	68	78
4798	2	29	47	68	69
4799	10	37	48	64	74
4800	8	26	56	61	72
4801	17	26	44	55	62
4802	19	53	61	72	75
4803	50	56	60	64	72
4804	35	40	57	60	73
4805	13	15	40	54	80
4806	2	3	4	45	78
4807	6	16	24	56	59
4808	19	32	41	66	72
4809	6	18	55	57	80
4810	5	9	39	51	63
4811	3	36	50	51	62
4812	1	9	39	42	56
4813	40	60	65	66	76
4814	2	3	25	31	74
4815	12	18	19	37	43
4816	20	21	33	47	78
4817	11	13	18	23	45
4818	4	26	51	53	77
4819	9	16	21	55	80
4820	9	14	30	44	64
4821	3	44	59	60	77
4822	40	52	54	66	72
4823	25	32	39	42	52
4824	5	17	27	29	51
4825	29	32	42	45	59
4826	38	42	44	46	73
4827	4	31	34	64	76
4828	2	6	32	53	78
4829	19	39	53	57	60
4830	11	16	38	43	71
4831	20	31	56	62	64
4832	40	45	51	61	78
4833	8	14	15	17	42
4834	9	21	47	77	80
4835	18	20	35	58	80
4836	1	3	34	47	73
4837	1	52	59	62	70
4838	1	34	40	63	75
4839	6	11	15	33	39
4840	15	33	52	67	70
4841	16	38	53	54	55
4842	6	24	54	55	69
4843	52	67	71	72	79
4844	7	15	26	43	73
4845	6	11	15	36	59
4846	4	15	21	41	52
4847	24	29	56	64	68
4848	11	15	42	44	56
4849	33	34	43	44	46
4850	13	44	53	63	71
4851	8	44	71	75	80
4852	19	20	43	51	67
4853	5	6	39	42	64
4854	2	16	18	19	47
4855	3	7	36	65	68
4856	4	16	23	50	73
4857	32	41	42	66	72
4858	4	5	15	23	39
4859	15	30	56	67	70
4860	6	8	10	19	63
4861	6	21	36	38	65
4862	18	55	61	71	76
4863	23	26	45	50	74
4864	9	12	35	73	75
4865	19	35	61	67	73
4866	4	30	63	71	75
4867	6	24	30	61	73
4868	4	9	50	62	72
4869	6	21	52	67	73
4870	7	16	31	49	55
4871	35	60	66	72	79
4872	19	36	49	65	67
4873	1	4	14	18	43
4874	26	44	51	61	74
4875	10	11	23	37	67
4876	4	34	55	58	63
4877	4	10	64	71	75
4878	5	42	43	69	78
4879	14	15	47	50	72
4880	37	39	51	53	76
4881	10	20	65	66	79
4882	15	48	54	65	66
4883	15	18	36	40	66
4884	6	26	29	44	62
4885	4	9	21	63	66
4886	26	47	61	65	74
4887	17	29	41	46	51
4888	40	44	58	62	77
4889	12	18	46	49	64
4890	41	44	63	65	76
4891	40	42	64	66	73
4892	12	45	57	61	65
4893	8	20	31	47	59
4894	21	41	48	49	61
4895	29	30	56	59	78
4896	6	19	25	31	42
4897	24	50	52	54	55
4898	11	12	51	79	80
4899	7	12	36	42	48
4900	4	19	40	46	69
4901	3	35	53	76	78
4902	7	44	67	72	78
4903	4	47	51	52	54
4904	7	45	57	58	77
4905	23	27	40	58	80
4906	21	61	67	72	77
4907	16	18	31	43	68
4908	3	12	15	28	44
4909	6	36	43	49	65
4910	16	38	42	70	71
4911	20	28	32	50	72
4912	28	32	39	54	58
4913	16	24	25	57	60
4914	8	35	37	46	72
4915	1	31	51	66	67
4916	27	35	39	45	50
4917	1	18	41	53	67
4918	8	18	25	35	77
4919	7	17	19	40	63
4920	11	15	50	56	64
4921	5	14	31	66	78
4922	2	31	33	45	72
4923	1	15	29	34	49
4924	19	31	33	42	63
4925	2	9	40	66	79
4926	12	14	27	46	61
4927	11	14	19	49	77
4928	2	16	24	47	68
4929	15	35	43	50	62
4930	13	25	29	36	60
4931	14	17	26	51	67
4932	35	52	69	75	79
4933	7	8	31	41	62
4934	1	37	44	57	80
4935	10	23	45	63	78
4936	2	13	58	64	66
4937	33	35	36	60	67
4938	12	42	49	73	76
4939	5	12	18	44	69
4940	1	8	17	70	72
4941	16	34	58	61	74
4942	30	32	34	43	49
4943	5	10	33	49	62
4944	3	29	45	61	76
4945	5	8	31	39	76
4946	37	49	52	53	74
4947	10	37	48	49	54
4948	10	16	65	76	78
4949	14	62	68	70	80
4950	2	6	26	37	68
4951	8	33	56	65	74
4952	7	11	31	46	50
4953	14	15	23	60	71
4954	23	24	73	74	75
4955	6	13	36	39	52
4956	9	28	36	50	74
4957	8	14	30	62	75
4958	30	42	65	74	76
4959	1	13	36	41	71
4960	18	23	56	62	68
4961	2	5	11	55	73
4962	13	39	53	72	73
4963	2	9	36	41	70
4964	13	46	50	61	72
4965	12	14	34	44	56
4966	20	27	49	61	79
4967	13	20	27	39	77
4968	27	38	53	72	76
4969	20	23	24	41	48
4970	31	42	48	60	75
4971	28	30	70	72	73
4972	4	7	13	29	40
4973	17	46	48	55	79
4974	4	13	28	30	50
4975	48	73	76	77	80
4976	17	19	30	38	75
4977	2	4	31	43	66
4978	4	7	32	33	40
4979	15	40	61	68	78
4980	2	9	34	35	50
4981	12	35	47	57	61
4982	2	21	31	60	70
4983	4	25	45	49	66
4984	8	13	29	61	76
4985	10	22	25	45	51
4986	6	30	32	65	71
4987	2	34	37	39	75
4988	18	32	56	58	64
4989	24	52	54	67	69
4990	17	24	27	63	71
4991	25	50	60	61	63
4992	27	28	41	64	71
4993	3	26	52	63	75
4994	3	36	44	57	73
4995	6	32	43	49	67
4996	3	35	52	54	75
4997	10	30	43	57	75
4998	10	12	21	29	40
4999	39	46	55	66	70
5000	9	12	35	36	59
5001	12	32	45	64	80
5002	17	27	53	78	79
5003	24	50	65	72	79
5004	32	45	66	73	75
5005	29	33	64	68	74
5006	13	19	28	34	54
5007	15	19	21	43	44
5008	10	11	18	37	50
5009	13	14	24	29	46
5010	17	20	45	48	62
5011	8	14	26	45	61
5012	11	56	61	69	78
5013	7	13	34	68	78
5014	13	38	51	62	76
5015	26	43	52	60	76
5016	17	27	33	50	77
5017	11	18	28	30	69
5018	11	12	17	30	66
5019	32	41	45	53	66
5020	7	33	44	57	65
5021	3	4	23	34	78
5022	6	10	26	39	65
5023	5	37	49	52	67
5024	4	38	48	56	68
5025	6	19	46	59	61
5026	33	43	69	71	73
5027	17	21	31	61	79
5028	9	67	68	71	72
5029	5	16	53	55	74
5030	5	18	28	70	75
5031	33	35	50	54	73
5032	3	12	22	29	31
5033	11	16	64	75	77
5034	12	18	26	48	56
5035	23	34	50	53	78
5036	2	21	41	55	80
5037	4	18	40	49	78
5038	1	4	33	34	70
5039	13	16	28	40	56
5040	20	29	50	51	72
5041	2	17	25	41	68
5042	39	56	66	70	75
5043	17	29	33	44	70
5044	35	51	64	66	72
5045	2	9	12	13	58
5046	2	16	21	46	60
5047	9	23	62	64	74
5048	19	31	38	57	74
5049	23	48	53	56	77
5050	6	16	36	45	63
5051	19	24	34	54	77
5052	2	4	36	42	56
5053	18	19	28	54	73
5054	5	29	44	74	77
5055	4	40	41	60	63
5056	15	46	53	61	72
5057	31	33	58	59	68
5058	16	30	54	61	67
5059	16	27	42	53	66
5060	3	23	29	46	57
5061	9	39	63	69	75
5062	7	9	20	33	61
5063	7	40	62	64	72
5064	6	35	58	63	73
5065	15	20	66	69	76
5066	15	29	36	59	75
5067	9	12	16	23	48
5068	5	27	37	39	75
5069	12	19	25	54	61
5070	30	54	55	64	78
5071	1	50	53	70	72
5072	6	15	50	51	68
5073	10	14	60	77	78
5074	9	20	31	36	69
5075	15	23	47	70	75
5076	2	16	33	38	56
5077	5	18	38	41	44
5078	5	40	47	67	78
5079	15	24	32	33	47
5080	40	44	58	60	77
5081	11	21	22	69	74
5082	11	38	65	69	70
5083	37	38	49	53	72
5084	8	26	30	33	65
5085	10	36	60	73	80
5086	4	12	20	45	62
5087	2	11	24	39	73
5088	7	22	56	62	66
5089	8	21	31	58	69
5090	14	19	22	51	65
5091	8	25	59	60	78
5092	15	24	49	65	66
5093	25	34	54	65	66
5094	6	10	21	28	77
5095	20	24	31	39	49
5096	32	46	51	58	70
5097	9	21	22	37	52
5098	32	55	70	73	77
5099	6	7	52	56	57
5100	22	27	33	38	65
5101	2	14	27	46	55
5102	8	24	56	61	62
5103	1	9	14	20	78
5104	17	18	41	61	73
5105	5	13	46	69	73
5106	42	64	65	66	72
5107	4	17	31	58	60
5108	9	45	50	52	58
5109	14	34	40	42	62
5110	1	42	57	59	74
5111	2	21	22	52	74
5112	5	32	42	49	62
5113	9	14	28	45	69
5114	5	11	46	48	71
5115	22	34	49	54	80
5116	7	15	16	49	79
5117	37	45	48	74	75
5118	44	45	54	66	74
5119	18	29	33	36	39
5120	38	51	53	60	62
5121	1	42	45	49	75
5122	5	11	34	42	77
5123	11	31	41	45	61
5124	3	38	49	50	68
5125	25	47	62	66	75
5126	16	23	42	47	75
5127	19	31	50	59	62
5128	2	25	32	41	71
5129	36	50	55	69	74
5130	5	12	19	38	42
5131	26	45	46	73	80
5132	7	12	33	44	63
5133	17	35	52	54	62
5134	6	15	18	27	80
5135	1	9	14	48	56
5136	41	43	51	60	61
5137	9	13	15	20	53
5138	15	25	36	39	66
5139	1	5	34	48	69
5140	2	3	6	43	73
5141	14	19	31	66	71
5142	13	29	39	50	57
5143	11	24	34	56	75
5144	1	7	17	36	46
5145	8	27	29	56	80
5146	4	37	47	52	79
5147	9	19	42	61	73
5148	6	11	32	64	75
5149	7	14	43	64	76
5150	29	43	44	56	77
5151	29	33	51	59	60
5152	9	37	41	71	73
5153	28	33	38	42	69
5154	18	32	37	42	59
5155	1	21	42	53	79
5156	5	6	22	57	80
5157	14	21	57	58	78
5158	1	4	24	40	41
5159	2	5	22	66	78
5160	10	29	44	56	69
5161	11	14	15	47	70
5162	6	11	13	33	63
5163	48	56	70	71	75
5164	11	62	65	74	80
5165	5	7	18	25	57
5166	6	27	32	41	55
5167	17	18	38	54	60
5168	11	26	58	61	70
5169	23	32	65	72	79
5170	4	13	16	45	80
5171	42	47	52	61	66
5172	19	33	61	69	74
5173	4	27	57	74	76
5174	8	55	57	68	79
5175	3	18	31	35	61
5176	1	19	34	46	51
5177	33	37	46	74	77
5178	5	6	20	21	44
5179	21	29	31	35	37
5180	1	11	33	62	68
5181	4	12	21	44	45
5182	14	21	26	44	58
5183	20	27	28	55	58
5184	5	43	45	53	69
5185	2	39	44	49	65
5186	8	31	50	69	72
5187	16	25	41	43	55
5188	12	23	31	35	63
5189	7	9	15	18	38
5190	19	24	40	60	77
5191	3	20	53	57	78
5192	7	18	32	53	72
5193	23	26	28	51	62
5194	13	17	36	54	70
5195	20	22	34	43	80
5196	2	15	24	30	68
5197	12	18	24	54	58
5198	2	38	53	58	59
5199	34	41	62	74	79
5200	6	14	43	55	79
5201	1	27	37	48	63
5202	3	21	30	46	59
5203	9	18	30	48	71
5204	14	22	34	49	77
5205	12	25	39	46	66
5206	2	3	32	49	59
5207	27	33	42	62	68
5208	33	44	45	77	78
5209	4	36	56	71	80
5210	10	32	66	70	77
5211	8	26	50	70	79
5212	23	26	56	66	76
5213	18	20	33	36	66
5214	9	24	31	56	60
5215	2	42	46	73	74
5216	2	31	47	55	60
5217	1	10	12	55	56
5218	3	43	63	75	80
5219	6	8	10	53	54
5220	1	12	53	61	63
5221	9	39	40	52	59
5222	8	10	26	43	45
5223	7	16	49	61	80
5224	36	37	70	72	75
5225	21	24	54	65	72
5226	24	36	43	51	52
5227	6	8	49	64	68
5228	4	7	51	63	75
5229	4	6	27	57	71
5230	11	15	55	57	60
5231	7	14	34	49	63
5232	22	26	59	61	65
5233	2	23	32	38	49
5234	12	16	24	39	79
5235	8	18	25	73	78
5236	13	38	51	62	74
5237	14	30	49	75	76
5238	34	37	41	67	79
5239	4	29	34	46	73
5240	5	8	38	41	79
5241	14	28	36	52	60
5242	22	31	33	59	63
5243	3	15	46	52	75
5244	2	46	66	69	72
5245	8	12	23	65	69
5246	7	50	60	63	71
5247	16	21	53	60	61
5248	1	39	54	55	67
5249	2	10	11	50	70
5250	13	21	40	50	60
5251	4	18	29	44	71
5252	4	21	30	49	68
5253	3	7	24	65	74
5254	14	26	47	58	70
5255	11	15	43	51	73
5256	21	25	33	57	74
5257	26	38	41	77	79
5258	4	11	44	57	70
5259	29	49	57	70	78
5260	1	7	8	23	33
5261	2	20	27	30	53
5262	20	34	60	66	69
5263	4	12	26	79	80
5264	3	10	22	38	45
5265	17	23	26	34	73
5266	4	10	18	58	72
5267	16	39	40	59	60
5268	11	15	21	33	57
5269	8	27	34	46	54
5270	19	31	61	62	71
5271	21	22	27	34	52
5272	14	65	66	68	73
5273	13	16	17	26	60
5274	20	22	25	43	78
5275	15	16	26	38	62
5276	14	29	39	54	76
5277	3	21	33	48	77
5278	6	24	35	48	63
5279	4	9	47	53	62
5280	1	48	49	52	63
5281	14	24	54	68	71
5282	20	35	36	71	77
5283	12	38	40	53	68
5284	10	12	29	65	79
5285	12	25	51	60	74
5286	33	36	44	71	75
5287	10	14	30	44	67
5288	6	24	26	29	32
5289	1	9	30	38	71
5290	10	56	62	70	78
5291	46	47	65	67	71
5292	12	28	37	39	67
5293	2	18	20	23	38
5294	6	25	27	49	73
5295	8	44	64	66	78
5296	7	39	43	52	59
5297	4	43	65	75	78
5298	46	47	51	60	76
5299	7	17	29	55	78
5300	30	40	45	75	78
5301	29	68	69	75	80
5302	21	24	30	52	53
5303	23	31	34	72	79
5304	7	8	42	46	56
5305	23	30	53	58	80
5306	11	14	49	68	69
5307	4	5	30	43	61
5308	14	16	40	60	68
5309	6	12	22	54	77
5310	8	43	58	64	79
5311	15	23	29	31	55
5312	5	10	30	35	79
5313	4	37	56	66	73
5314	4	7	34	45	74
5315	18	19	20	26	74
5316	24	30	33	72	74
5317	6	21	30	66	79
5318	20	25	37	46	79
5319	13	23	42	65	73
5320	25	29	50	71	75
5321	3	6	7	28	29
5322	9	42	46	47	49
5323	35	50	61	62	66
5324	10	13	23	25	40
5325	3	41	52	59	68
5326	26	35	37	50	52
5327	3	10	25	43	49
5328	14	42	44	51	65
5329	12	31	36	52	74
5330	1	4	20	25	76
5331	34	49	59	70	74
5332	6	24	33	64	74
5333	16	40	43	63	77
5334	8	13	20	31	37
5335	13	15	45	54	58
5336	18	35	72	77	80
5337	11	23	38	51	68
5338	5	29	52	67	73
5339	15	26	34	41	64
5340	16	43	65	66	71
5341	8	21	25	34	71
5342	9	17	39	55	69
5343	13	33	44	54	59
5344	13	39	50	64	77
5345	13	16	46	54	62
5346	10	23	49	63	69
5347	5	28	31	58	76
5348	39	53	55	58	78
5349	22	29	51	58	63
5350	3	6	24	39	63
5351	5	10	51	70	75
5352	21	39	56	65	74
5353	25	27	67	73	77
5354	13	19	41	43	58
5355	7	43	59	61	62
5356	4	13	39	54	80
5357	20	37	41	51	58
5358	6	11	38	49	58
5359	1	28	29	59	65
5360	19	37	46	61	65
5361	16	31	35	72	73
5362	35	41	64	69	70
5363	2	3	31	50	73
5364	3	38	50	69	78
5365	5	14	33	52	59
5366	15	17	41	58	76
5367	3	4	31	34	41
5368	21	45	50	56	69
5369	8	41	70	72	80
5370	7	10	29	41	68
5371	2	22	37	59	77
5372	6	33	35	40	51
5373	11	45	46	54	67
5374	8	12	28	31	34
5375	5	14	39	47	79
5376	15	17	18	74	77
5377	10	41	46	54	69
5378	12	19	52	64	72
5379	13	43	52	64	72
5380	14	31	32	35	62
5381	10	20	21	33	42
5382	16	30	40	44	73
5383	22	35	39	53	62
5384	17	19	21	61	63
5385	10	45	53	59	65
5386	2	5	11	16	51
5387	33	35	52	65	74
5388	4	13	39	48	77
5389	4	6	16	22	75
5390	4	25	46	53	71
5391	4	20	38	64	65
5392	13	14	35	55	76
5393	3	12	27	61	67
5394	15	22	30	48	73
5395	16	28	42	66	75
5396	3	11	30	54	57
5397	5	32	41	51	76
5398	9	14	37	54	80
5399	27	32	44	46	49
5400	32	56	65	74	80
5401	7	18	32	52	71
5402	9	61	63	66	67
5403	5	7	33	42	64
5404	20	34	66	70	75
5405	18	43	46	47	79
5406	41	46	54	57	65
5407	4	11	16	28	45
5408	39	54	64	67	71
5409	16	22	27	41	75
5410	1	4	21	26	46
5411	18	30	31	36	60
5412	6	37	38	70	71
5413	1	4	6	8	56
5414	11	21	37	61	70
5415	4	18	24	65	73
5416	6	9	10	29	38
5417	1	34	47	61	80
5418	22	35	44	53	66
5419	8	13	62	66	67
5420	7	22	51	66	78
5421	3	14	38	64	65
5422	9	17	63	75	77
5423	2	23	28	63	64
5424	11	12	35	63	80
5425	15	36	44	54	65
5426	6	33	36	37	78
5427	10	18	23	36	78
5428	2	44	45	60	67
5429	1	9	54	59	76
5430	3	37	64	71	75
5431	14	17	50	64	72
5432	40	45	53	72	75
5433	19	34	56	74	76
5434	8	37	39	41	66
5435	27	35	56	59	73
5436	35	41	60	75	77
5437	9	26	55	67	74
5438	15	21	61	62	65
5439	8	13	18	26	29
5440	27	33	45	70	76
5441	6	10	55	68	71
5442	18	37	41	57	76
5443	5	8	10	22	54
5444	12	39	57	64	80
5445	48	54	67	68	73
